Image,Method,Time,Accuracy,Noise Robustness
ele.jpg,Gaussian,0.008967161178588867,0.0014479725522152545,0.7721145486308221
ele.jpg,Sobel,0.007988929748535156,-0.003028242228579819,0.1469435184037284
ele.jpg,Canny,0.003984928131103516,-0.002110527320438431,0.1572308254307404
one.jpg,Gaussian,0.004992961883544922,0.013818118671187922,0.9678925840468277
one.jpg,Sobel,0.02800130844116211,0.002182899698672535,0.0417577665065108
one.jpg,Canny,0.006006717681884766,0.009248005026366662,0.04057361112845495
orange.jpg,Gaussian,0.0019867420196533203,0.0008198705031741417,0.9026168502729024
orange.jpg,Sobel,0.001987457275390625,-0.0001621505099256989,0.03900602137815847
orange.jpg,Canny,0.0009875297546386719,0.00011584419899021322,0.028228797326216387
